,Gads_true,Gads_pred,Cadsb_true,Cadsb_pred,Csite_true,Csite_pred
4350,-0.030699445,0.0034533292,3,3,2,2
4351,-0.23265801,-0.24121109,6,6,1,1
4352,-0.27652937,-0.29286674,6,6,1,1
4353,-1.2192122,-1.1635169,5,5,0,0
4354,-0.32887137,-0.17662668,1,1,2,2
4355,-1.4424617,-1.4171753,5,5,0,0
4356,-0.3654872,-0.35427028,6,6,1,1
4357,-1.6654177,-1.6516435,4,4,1,1
4358,-1.2609885,-1.2509217,5,5,0,0
4359,0.9474237,0.9173713,2,2,0,0
4360,-0.85150945,-0.87532747,3,3,2,2
4361,-0.08997405,-0.089595996,0,0,0,0
4362,-0.06293396,-0.026156656,1,1,2,2
4363,-0.2516917,-0.30949077,0,0,0,0
4364,-0.23075,-0.21339849,0,0,0,0
4365,-0.07592837,-0.075472936,0,0,0,0
4366,-0.3319533,-0.30959678,6,6,1,1
4367,-0.9232894,-0.91610914,1,1,2,2
4368,-0.22217429,-0.032900378,0,0,0,0
4369,0.1716775,0.19736779,4,4,1,1
4370,-0.4943662,-0.4853795,6,6,1,1
4371,1.1016581,1.1456046,2,2,0,0
4372,-0.5929153,-0.59478074,6,6,1,1
4373,-0.39976987,-0.3802906,0,0,0,0
4374,-0.93534243,-0.9260573,5,5,0,0
4375,-0.24295044,-0.21985036,6,6,1,1
4376,-0.16524355,-0.14401029,3,3,1,1
4377,-0.4891823,-0.44780087,6,6,1,1
4378,-0.51524276,-0.50025743,0,0,0,0
4379,-0.24511833,-0.2026003,3,3,2,2
4380,-0.5529036,-0.64985263,4,4,1,1
4381,-0.18915087,-0.108767524,3,3,2,2
4382,1.0763866,1.1036167,2,2,0,0
4383,0.8017608,0.71686757,3,3,2,2
4384,-1.6647282,-1.6792427,4,4,1,1
4385,1.1432699,1.1492064,2,2,0,0
4386,-0.88662416,-0.9514941,5,5,0,0
4387,1.1596826,1.0693809,2,2,0,0
4388,0.33848077,0.32723022,0,0,0,0
4389,-0.339452,-0.3674766,6,6,1,1
4390,0.13543324,0.10565546,3,3,1,1
4391,-0.34136036,-0.27553016,0,0,0,0
4392,-1.2351048,-1.2227567,4,4,1,1
4393,-0.39985606,-0.39742514,6,6,1,1
4394,-0.13792296,-0.14977156,0,0,0,0
4395,-0.33469203,-0.34754282,0,0,0,0
4396,0.17436728,0.124092415,3,3,2,2
4397,-0.30560264,-0.5690267,0,0,0,0
4398,0.22818087,0.2096912,3,3,2,2
4399,-0.7472423,-0.5141637,0,0,0,0
4400,-0.44106302,-0.42013463,6,6,1,1
4401,-0.16674978,-0.1873955,0,0,0,0
4402,-0.18097599,-0.2275418,3,3,2,2
4403,-1.0136116,-1.0143971,5,5,0,0
4404,-0.5147661,-0.52739656,6,6,1,1
4405,-0.6235872,-0.458093,1,1,2,2
4406,-0.03242079,-0.03258074,0,0,0,0
4407,-0.40903193,-0.3820678,6,6,1,1
4408,-1.7150615,-1.6832712,4,4,1,1
4409,-1.4116043,-1.3124276,4,4,1,1
4410,-0.24621192,-0.2266024,0,0,0,0
4411,-0.42473528,-0.46707103,6,6,1,1
4412,-0.7193304,-0.79885787,6,6,1,1
4413,-0.21745443,-0.17374924,0,0,0,0
4414,-0.08202858,0.0025823265,3,3,2,2
4415,-0.6144597,-0.6075654,4,4,1,1
4416,-1.2276601,-1.1974108,4,4,1,1
4417,-0.10075327,-0.052999794,0,0,0,0
4418,-1.8096594,-1.774205,4,4,1,1
4419,0.56594384,0.5807352,3,3,1,1
4420,-0.48179325,-0.42378724,6,6,1,1
4421,-0.1328165,-0.03796114,0,0,0,0
4422,-1.0407555,-1.0387588,5,5,0,0
4423,-1.1259757,-1.1887845,5,5,0,0
4424,-1.3334035,-1.3184439,5,5,0,0
4425,-0.99466485,-0.93333095,4,4,1,1
4426,-1.3956467,-1.401666,4,4,1,1
4427,-0.25340146,-0.22639835,0,0,0,0
4428,-1.1513962,-1.2711587,5,5,0,0
4429,-1.0066525,-0.9521303,5,5,0,0
4430,0.6698805,0.662282,3,3,2,2
4431,-0.49838775,-0.3797845,3,3,2,2
4432,-0.30763093,-0.31722474,6,6,1,1
4433,-0.3820062,-0.38570103,6,6,1,1
4434,1.2127441,1.1639876,2,2,0,0
4435,-1.3391231,-1.2930499,4,4,1,1
4436,-1.248713,-1.2485367,5,5,0,0
4437,-0.4992679,-0.4813656,6,6,1,1
4438,-0.50287414,-0.4890448,6,6,1,1
4439,0.17434943,0.19532757,1,1,2,2
4440,-1.2362884,-1.2049886,4,4,1,1
4441,-0.38790852,-0.4309324,6,6,1,1
4442,0.98517513,1.0685703,2,2,0,0
4443,-0.38704517,-0.35335734,6,6,1,1
4444,-0.8993335,-0.94563407,5,5,0,0
4445,-0.37065336,-0.3602867,0,0,0,0
4446,1.3435807,1.293954,2,2,0,0
4447,-0.5049383,-0.45448458,6,6,1,1
4448,-0.52027553,-0.5964662,1,1,2,2
4449,-0.27228224,-0.25050357,6,6,1,1
4450,0.5276597,0.61423624,3,3,2,2
4451,0.41714424,0.48134917,3,3,2,2
4452,-1.8126284,-1.7765903,4,4,1,1
4453,-1.5871443,-1.6041255,4,4,1,1
4454,-0.3035521,-0.32061237,0,0,0,0
4455,-1.0575254,-1.0771533,5,5,0,0
4456,-1.5868143,-1.454896,5,5,0,0
4457,-1.4789162,-1.4010936,5,5,0,0
4458,-1.0996068,-1.0238727,5,5,0,0
4459,-0.14358018,-0.13623014,0,0,0,0
4460,0.61131805,0.6765225,3,3,1,1
4461,-1.4097327,-1.347181,4,4,1,1
4462,-1.3730068,-1.4473484,5,5,0,0
4463,-0.29930377,-0.31759107,1,1,2,2
4464,0.3560238,0.4091652,3,3,2,2
4465,-0.141104,-0.19770846,1,1,2,2
4466,-1.6991702,-1.7333432,4,4,1,1
4467,-0.5226857,-0.44562805,6,6,1,1
4468,-0.2741933,-0.21865667,3,3,2,2
4469,-1.2733198,-1.2234855,5,5,0,0
4470,-0.093411975,-0.1062028,3,3,2,2
4471,-0.26390597,-0.29575518,6,6,1,1
4472,-0.4349723,-0.40874314,6,6,1,1
4473,-0.1888843,-0.015079349,4,4,1,1
4474,-0.9132359,-0.8290751,3,3,2,2
4475,0.975481,1.0970646,2,2,0,0
4476,-0.09785405,-0.1275016,0,0,0,0
4477,-0.4489841,-0.42414486,6,6,1,1
4478,-1.8754689,-1.8701398,4,4,1,1
4479,-0.5504803,-0.5553537,6,6,1,1
4480,-0.257663,-0.23455478,6,6,1,1
4481,-0.782874,-0.8248615,1,1,2,2
4482,-0.45465246,-0.4215839,6,6,1,1
4483,-0.03348338,-0.060018808,0,0,0,0
4484,-0.16229591,-0.03660921,3,3,1,1
4485,-1.1968368,-1.1333275,4,4,1,1
4486,-0.59621406,-0.6759764,3,3,2,2
4487,1.4299216,1.4350741,2,2,0,0
4488,-0.976843,-1.011628,1,1,2,2
4489,-0.4997569,-0.5194228,3,3,2,2
4490,-1.1268755,-1.1522428,5,5,0,0
4491,-0.30495158,-0.33039546,6,6,1,1
4492,0.9653785,0.8938192,2,2,0,0
4493,-1.4983037,-1.427072,5,5,0,0
4494,-0.33135906,-0.44422507,1,1,2,2
4495,0.33594596,0.22495985,4,4,1,1
4496,1.2150259,1.0855196,3,3,2,2
4497,-1.0588742,-0.9981594,5,5,0,0
4498,1.7106783,1.7126083,2,2,0,0
4499,-0.72893304,-0.67787236,6,6,1,1
4500,-1.5573709,-1.5395956,4,4,1,1
4501,0.010593585,0.0033978438,3,3,1,1
4502,0.8747065,0.84361655,3,3,1,1
4503,1.3274044,1.2830492,3,3,1,1
4504,-1.2494668,-1.1213136,5,5,0,0
4505,-0.42896667,-0.46380135,6,6,1,1
4506,-1.1820538,-1.1555377,4,4,1,1
4507,0.47660944,0.45106393,2,2,0,0
4508,-1.2053275,-1.2058954,5,5,0,0
4509,1.259943,1.2047095,2,2,0,0
4510,0.42437553,0.44901097,3,3,2,2
4511,-0.4988335,-0.5231363,6,6,1,1
4512,-0.8000595,-0.8855018,4,4,1,1
4513,0.55677855,0.46112403,1,1,2,2
4514,-0.40736428,-0.4040043,0,0,0,0
4515,-0.4545699,-0.44984186,6,6,1,1
4516,-0.4031113,-0.37317958,6,6,1,1
4517,-0.29355836,-0.33214408,6,6,1,1
4518,-0.6404511,-0.59212875,6,6,1,1
4519,-1.4073675,-1.4041342,4,4,1,1
4520,-0.54078144,-0.50800186,3,3,2,2
4521,-1.0210807,-1.0963163,5,5,0,0
4522,-0.2874191,-0.2207152,6,6,1,1
4523,-0.47503215,-0.44820485,6,6,1,1
4524,0.37685984,0.32796046,3,3,1,1
4525,0.21738622,0.21220742,1,1,2,2
4526,1.4220476,1.3633149,2,2,0,0
4527,-1.6215482,-1.5259463,4,4,1,1
4528,0.36674818,0.37077773,1,1,2,2
4529,-0.6739856,-0.6915244,6,6,1,1
4530,-1.1385614,-1.119496,5,5,0,0
4531,-1.1184806,-1.123965,4,4,1,1
4532,-1.363983,-1.3867168,5,5,0,0
4533,0.28901836,0.19385207,3,3,1,1
4534,1.2765945,1.2939348,3,3,1,1
4535,0.12660643,0.15353914,3,3,2,2
4536,-0.47833443,-0.4962017,6,6,1,1
4537,1.1682514,1.1911385,2,2,0,0
4538,0.07429288,0.21166341,0,0,0,0
4539,-1.8956925,-1.7785767,4,4,1,1
4540,-0.2753369,-0.25146568,6,6,1,1
4541,-0.31138682,-0.3102525,0,0,0,0
4542,0.3842884,0.4651897,3,3,2,2
4543,-0.4553434,-0.4556904,6,6,1,1
4544,1.2534375,1.2002013,3,3,2,2
4545,-1.4958751,-1.4824004,5,5,0,0
4546,-0.5148797,-0.48119912,6,6,1,1
4547,-0.1994637,-0.19975504,6,6,1,1
4548,-0.61528,-0.5820952,6,6,1,1
4549,-0.26443568,-0.2912904,0,0,0,0
4550,0.2667537,0.23212521,3,3,1,1
4551,1.2519629,1.1927526,2,2,0,0
4552,0.11540312,0.3212697,3,3,2,2
4553,-1.0206044,-0.99259657,5,5,0,0
4554,-1.2822797,-1.2202737,4,4,1,1
4555,-0.5676596,-0.54583246,0,0,0,0
4556,-1.2710518,-1.2677814,5,5,0,0
4557,-0.52125585,-0.4686053,6,6,1,1
4558,-1.8160021,-1.842818,4,4,1,1
4559,-1.1254097,-1.0621791,5,5,0,0
4560,0.2966875,0.34869823,3,3,2,2
4561,-0.39051333,-0.35746488,6,6,1,1
4562,0.057502586,0.016480438,3,3,1,1
4563,-1.3503271,-1.3696766,4,4,1,1
4564,-1.4131583,-1.4098699,5,5,0,0
4565,-1.2632561,-1.229531,4,4,1,1
4566,-0.6039963,-0.5913025,6,6,1,1
4567,0.2783219,0.29978198,4,4,1,1
4568,-0.37141463,-0.37005025,3,3,2,2
4569,-1.4707344,-1.4354024,5,5,0,0
4570,-0.05603526,-0.17565383,0,0,0,0
4571,-0.5506924,-0.53732216,0,0,0,0
4572,1.0361662,1.0366743,2,2,0,0
4573,-0.4240804,-0.34595883,0,0,0,0
4574,-0.4374735,-0.42179632,0,0,0,0
4575,-1.2860545,-1.2423105,4,4,1,1
4576,-0.19548899,-0.2013967,3,3,2,2
4577,-0.4038274,-0.41569462,0,0,0,0
4578,-0.5323211,-0.5805268,0,0,0,0
4579,-0.59474427,-0.61234367,0,0,0,0
4580,-0.34519187,-0.41625482,0,0,0,0
4581,-0.5910105,-0.5224236,6,6,1,1
4582,-0.38146743,-0.36270285,6,6,1,1
4583,-0.9174015,-0.90554214,5,5,0,0
4584,0.21603185,0.21547166,3,3,2,2
4585,-1.5280106,-1.4483765,5,5,0,0
4586,-0.42532933,-0.44576013,6,6,1,1
4587,-0.63004416,-0.5810506,1,1,2,2
4588,-0.33247346,-0.3177669,6,6,1,1
4589,-0.46755335,-0.5199442,6,6,1,1
4590,-1.0840782,-1.0847337,4,4,1,1
4591,-1.2621123,-1.2836491,5,5,0,0
4592,-0.38277543,-0.29638338,3,3,1,1
4593,1.6795586,1.6629524,2,2,0,0
4594,0.44478056,0.5340178,3,3,2,2
4595,0.30562738,0.33789578,1,1,2,2
4596,1.2245184,1.1226461,3,3,2,2
4597,-0.4193399,-0.36552298,6,6,1,1
4598,-0.41430756,-0.40577653,6,6,1,1
4599,-1.0647593,-1.0019218,4,4,1,1
4600,-0.91559476,-0.90819764,5,5,0,0
4601,-0.2703925,-0.23452215,6,6,1,1
4602,-0.6052078,-0.5871191,1,1,2,2
4603,2.5056455,2.532126,2,2,0,0
4604,0.9042249,1.033375,2,2,0,0
4605,0.007391495,0.0457407,3,3,2,2
4606,-1.1610997,-1.2303085,5,5,0,0
4607,-0.44525474,-0.41850114,1,1,2,2
4608,-0.16156913,-0.14256491,0,0,0,0
4609,-0.94387263,-0.90385234,5,5,0,0
4610,-0.44825664,-0.38987258,6,6,1,1
4611,0.70521736,0.70566046,3,3,2,2
4612,0.16445032,0.0956862,1,1,2,2
4613,0.1920522,0.22620428,3,3,2,2
4614,-0.51201195,-0.73293865,1,1,2,2
4615,-0.13486105,-0.18376943,6,6,1,1
4616,0.29669982,0.30877984,3,3,1,1
4617,-0.40674314,-0.4219628,0,0,0,0
4618,-0.13177064,-0.1154885,1,1,2,2
4619,-0.15668578,-0.103776366,0,0,0,0
4620,-0.26124614,-0.26720867,6,6,1,1
4621,1.6853108,1.928083,2,2,0,0
4622,-0.9308977,-0.82577693,3,3,2,2
4623,-0.3929128,-0.3508259,6,6,1,1
4624,-1.6068492,-1.794716,4,4,1,1
4625,-1.1484416,-1.1529298,5,5,0,0
4626,0.9545639,0.9471071,3,3,2,2
4627,0.11424086,0.14542703,3,3,2,2
4628,-1.3781087,-1.4905391,5,5,0,0
4629,-0.3353069,-0.36884448,6,6,1,1
4630,1.1826624,1.1286584,2,2,0,0
4631,-0.28729075,-0.23243752,6,6,1,1
4632,-0.39928168,-0.24834898,6,6,1,1
4633,-1.617916,-1.6759982,4,4,1,1
4634,-0.35734555,-0.3700379,0,0,0,0
4635,-1.3985777,-1.4078337,5,5,0,0
4636,0.09797088,0.12584978,1,1,2,2
4637,-0.10246681,-0.07185203,6,6,1,1
4638,-1.1821938,-1.1900234,5,5,0,0
4639,0.68716574,0.80399436,3,3,2,2
4640,-1.2475673,-1.2302616,5,5,0,0
4641,0.44559732,0.50158316,3,3,2,2
4642,-0.7956732,-0.78474784,6,6,1,1
4643,-0.07155658,-0.10306376,0,0,0,0
4644,-0.28996295,-0.22433382,3,3,1,1
4645,-0.4152937,-0.32523456,3,3,2,2
4646,0.12377906,0.073659614,1,1,2,2
4647,0.034270827,0.027202573,3,3,1,1
4648,-0.95432276,-0.94194555,4,4,1,1
4649,-1.6862425,-1.5855341,4,4,1,1
4650,-0.2728552,-0.25572884,6,6,1,1
4651,-0.37029403,-0.36746365,0,0,0,0
4652,-0.1911731,-0.28517884,0,0,0,0
4653,0.32830188,0.34036165,3,3,1,1
4654,-0.53231686,-0.4661392,3,3,1,1
4655,-0.14132766,-0.09941828,1,1,2,2
4656,0.98080194,1.0127677,2,2,0,0
4657,-1.2605102,-1.2663834,5,5,0,0
4658,-1.2093362,-1.1883827,5,5,0,0
4659,-0.85150665,-0.80441064,1,1,2,2
4660,-0.6360032,-0.6301525,3,3,1,1
4661,-0.33106786,-0.32202408,0,0,0,0
4662,-1.2467344,-1.1834943,5,5,0,0
4663,-0.44974315,-0.40217727,6,6,1,1
4664,-0.103799686,-0.08456085,3,3,2,2
4665,-0.234335,-0.2986335,0,0,0,0
4666,-0.33471537,-0.3291508,0,0,0,0
4667,-0.48265246,-0.5285305,6,6,1,1
4668,-0.4137027,-0.43897957,6,6,1,1
4669,-0.573612,-0.548576,6,6,1,1
4670,-0.2786208,-0.15782292,3,3,2,2
4671,-0.4205948,-0.37016627,6,6,1,1
4672,-0.41454288,-0.37331453,6,6,1,1
4673,-1.0820208,-1.09536,5,5,0,0
4674,-1.0618571,-0.9974427,4,4,1,1
4675,-1.2129614,-1.164006,5,5,0,0
4676,-0.24816471,-0.302193,0,0,0,0
4677,-0.13664249,-0.13662925,6,6,1,1
4678,-1.482357,-1.4115133,5,5,0,0
4679,-0.13005462,-0.20294362,6,6,1,1
4680,-0.42022166,-0.25327653,3,3,2,2
4681,1.0327568,1.0663494,2,2,0,0
4682,-0.2805676,-0.33035088,0,0,0,0
4683,0.13518944,0.21224199,3,3,1,1
4684,-0.08688351,-0.08823542,0,0,0,0
4685,-0.4452926,-0.3801067,6,6,1,1
4686,0.32604033,0.36416742,3,3,2,2
4687,0.43308908,0.49508882,1,1,2,2
4688,-0.40186667,-0.38834125,0,0,0,0
4689,-0.20710559,-0.18132877,3,3,2,2
4690,0.24115555,0.35692912,3,3,2,2
4691,1.1015474,1.133207,2,2,0,0
4692,-0.67506325,-0.652984,4,4,1,1
4693,-0.4827586,-0.36353645,6,6,1,1
4694,-0.37807363,-0.40366387,0,0,0,0
4695,-0.29528067,-0.28301185,0,0,0,0
4696,0.07416791,0.09282027,0,0,0,0
4697,-1.2450923,-1.2400248,5,5,0,0
4698,0.12335511,0.13382474,3,3,2,2
4699,-0.9246661,-0.96193695,3,3,2,2
4700,-0.46584508,-0.46063957,6,6,1,1
4701,-0.9537057,-1.098563,3,3,2,2
4702,-0.007916905,-0.0331351,3,3,1,1
4703,-0.36776733,-0.35214555,6,6,1,1
4704,-0.77455044,-0.75793445,1,1,2,2
4705,0.8323594,0.8006793,3,3,1,1
4706,-1.206832,-1.2165308,5,5,0,0
4707,-0.85616195,-0.841323,1,1,2,2
4708,-1.2436234,-1.234729,5,5,0,0
4709,-1.1893158,-1.1091163,5,5,0,0
4710,-1.4378414,-1.3456148,5,5,0,0
4711,-1.519217,-1.5050311,5,5,0,0
4712,-0.10313918,-0.067944326,3,3,1,1
4713,0.3978346,0.48706257,3,3,2,2
4714,-0.084098965,-0.07470401,3,3,2,2
4715,0.3330261,0.4713523,0,0,0,0
4716,-0.28871822,-0.24416566,0,0,0,0
4717,0.8236369,0.89303493,2,2,0,0
4718,-0.15484925,-0.11659579,0,0,0,0
4719,0.039497565,0.035824414,3,3,2,2
4720,-0.8378498,-0.8298712,4,4,1,1
4721,1.106405,1.1899621,2,2,0,0
4722,0.6318575,0.5976028,3,3,2,2
4723,-0.28926373,-0.309461,3,3,2,2
4724,-0.18135603,-0.1472998,0,0,0,0
4725,-0.3326693,-0.28885695,6,6,1,1
4726,-1.3177054,-1.3238876,5,5,0,0
4727,-0.29103026,-0.23428443,6,6,1,1
4728,0.6358633,0.61160916,3,3,1,1
4729,-0.13681735,-0.2038933,1,1,2,2
4730,-0.13830993,-0.1608718,1,1,2,2
4731,-1.2398813,-1.2638358,5,5,0,0
4732,-0.09379655,-0.08822839,0,0,0,0
4733,-1.3692057,-1.3793924,4,4,1,1
4734,-0.33354676,-0.31360894,6,6,1,1
4735,1.8528606,1.8539958,2,2,0,0
4736,-0.3651645,-0.33000672,6,6,1,1
4737,-0.22193088,-0.20900331,1,1,2,2
4738,-0.44559717,-0.46929458,6,6,1,1
4739,-0.09096269,-0.12042589,0,0,0,0
4740,0.5891547,0.54704493,3,3,1,1
4741,-1.3537142,-1.3326752,4,4,1,1
4742,0.038435984,0.08080475,3,3,2,2
4743,-0.5824389,-0.60419095,1,1,2,2
4744,-1.0650663,-1.0370274,4,4,1,1
4745,-0.4649214,-0.48465842,6,6,1,1
4746,-0.34790272,-0.30185974,0,0,0,0
4747,-1.6970505,-1.6558187,4,4,1,1
4748,-1.4543957,-1.4833134,5,5,0,0
4749,-0.6300522,-0.56730276,3,3,2,2
4750,-1.7725242,-1.7890977,4,4,1,1
4751,-0.1525456,-0.15519941,3,3,2,2
4752,1.0670598,1.1005733,2,2,0,0
4753,-0.07976991,0.08992073,1,1,2,2
4754,-0.19292162,-0.15445831,0,0,0,0
4755,-0.42093045,-0.44679478,6,6,1,1
4756,-0.40259054,-0.39498034,6,6,1,1
4757,-1.0391966,-1.1043819,3,3,2,2
4758,-0.069793,-0.044654585,1,1,2,2
4759,-0.17347074,-0.15293622,0,0,0,0
4760,-0.29532674,-0.28760123,6,6,1,1
4761,0.6370797,0.682468,3,3,2,2
4762,-0.47872162,-0.42021364,3,3,2,2
4763,-1.2010329,-1.1992524,5,5,0,0
4764,0.48021686,0.4773777,1,1,2,2
4765,-0.1567773,-0.10489374,6,6,1,1
4766,-0.84573424,-0.92085814,5,5,0,0
4767,0.11828859,0.18495247,3,3,2,2
4768,-0.06490392,-0.018817525,1,1,2,2
4769,0.27713424,0.3277803,1,1,2,2
4770,-1.222756,-1.1716263,1,1,2,2
4771,-0.2802978,-0.2912411,0,0,0,0
4772,0.56630987,0.4870159,1,1,2,2
4773,-0.49102768,-0.5105125,6,6,1,1
4774,-0.34837806,-0.40954426,6,6,1,1
4775,-1.5847516,-1.6391392,4,4,1,1
4776,0.02331368,0.17887947,1,1,2,2
4777,-0.42943344,-0.32994762,6,6,1,1
4778,-1.2544547,-1.2219071,4,4,1,1
4779,0.05846853,0.08868453,4,4,1,1
4780,-0.3112525,-0.3823382,0,0,0,0
4781,-0.48861805,-0.43141717,6,6,1,1
4782,-0.50240576,-0.4680158,6,6,1,1
4783,0.48239762,0.4431647,3,3,1,1
4784,-0.43141782,-0.47311264,6,6,1,1
4785,-1.5398799,-1.456369,5,5,0,0
4786,-1.3717965,-1.3964975,5,5,0,0
4787,-0.19658443,-0.17777331,0,0,0,0
4788,-1.2932018,-1.2909069,5,5,0,0
4789,-0.03285069,0.028669119,4,4,1,1
4790,-0.42996287,-0.40601426,6,6,1,1
4791,-0.43982938,-0.36306265,6,6,1,1
4792,-2.0067515,-1.9141048,4,4,1,1
4793,1.4290012,1.4125214,3,3,1,1
4794,1.1018981,1.1243918,3,3,1,1
4795,-0.70339805,-0.73954165,3,3,2,2
4796,-1.7376311,-1.809247,4,4,1,1
4797,-1.2794014,-1.2802204,5,5,0,0
4798,-0.5295033,-0.46106917,0,0,0,0
4799,-0.45818213,-0.43207467,3,3,2,2
4800,-1.1880777,-1.1673927,5,5,0,0
4801,0.14401464,0.17033967,3,3,2,2
4802,-0.9951507,-0.9624393,5,5,0,0
4803,-0.5324529,-0.39522278,0,0,0,0
4804,-0.28298056,-0.24441168,6,6,1,1
4805,0.17971721,0.1755726,0,0,0,0
4806,-0.7979504,-0.76599336,1,1,2,2
4807,-0.3027375,-0.3285937,6,6,1,1
4808,0.8991809,0.91539395,3,3,2,2
4809,-0.988558,-1.0882602,4,4,1,1
4810,0.16056737,0.08235546,3,3,1,1
4811,0.02811147,0.07528699,1,1,2,2
4812,-0.2935226,-0.31493092,6,6,1,1
4813,-0.8489081,-0.8723427,5,5,0,0
4814,-0.4799345,-0.43515354,6,6,1,1
4815,-0.82218933,-0.7376491,1,1,2,2
4816,0.043874815,0.12999612,3,3,2,2
4817,-0.61322546,-0.65267533,1,1,2,2
4818,1.0959605,1.0631193,2,2,0,0
4819,0.29399967,0.30017853,0,0,0,0
4820,1.0326896,1.0338562,3,3,1,1
4821,-1.2560732,-1.2867277,4,4,1,1
4822,-1.1005937,-1.1061023,5,5,0,0
4823,-0.8386795,-0.7976984,4,4,1,1
4824,-0.56534183,-0.54065335,6,6,1,1
4825,-1.0099841,-0.995422,5,5,0,0
4826,-0.49902868,-0.49784485,6,6,1,1
4827,-0.47588962,-0.48678967,6,6,1,1
4828,-1.5859001,-1.4154667,4,4,1,1
4829,0.6630089,0.6002166,3,3,1,1
4830,-1.1842145,-1.2454726,5,5,0,0
4831,-0.122119315,-0.13852334,6,6,1,1
4832,0.4960534,0.5142718,0,0,0,0
4833,0.09377426,0.1063744,4,4,1,1
4834,0.56871355,0.64294696,3,3,2,2
4835,-0.42062047,-0.3602769,0,0,0,0
4836,0.21713091,0.21202886,0,0,0,0
4837,1.7314184,1.9189351,2,2,0,0
4838,-0.50219303,-0.51249903,1,1,2,2
4839,-1.3370147,-1.472428,5,5,0,0
4840,0.29270583,0.25735015,1,1,2,2
4841,-0.62740314,-0.63522476,4,4,1,1
4842,-0.6091533,-0.6672903,3,3,2,2
4843,0.08897276,0.13730693,3,3,1,1
4844,0.4644337,0.44593692,0,0,0,0
4845,-0.024698906,-0.0074133687,3,3,2,2
4846,-0.56462693,-0.49859992,4,4,1,1
4847,-0.7978312,-0.71204364,1,1,2,2
4848,-0.88130873,-0.89391196,5,5,0,0
4849,0.3946985,0.4556901,3,3,2,2
4850,-1.0638885,-1.1615033,5,5,0,0
4851,-0.86052215,-0.7860242,1,1,2,2
4852,0.0007736,-0.06037233,0,0,0,0
4853,-0.5365972,-0.5501962,6,6,1,1
4854,-1.2086151,-1.1700091,5,5,0,0
4855,-0.947038,-0.89134383,1,1,2,2
4856,-1.3975668,-1.364071,5,5,0,0
4857,0.5175753,0.52088493,0,0,0,0
4858,-0.3770069,-0.37318924,4,4,1,1
4859,-0.78613055,-0.84274954,4,4,1,1
4860,-0.4361134,-0.3808034,6,6,1,1
4861,0.23674999,0.37148485,0,0,0,0
4862,-0.40079108,-0.441525,6,6,1,1
4863,-0.4008325,-0.33748314,6,6,1,1
4864,-0.12564093,-0.12850265,6,6,1,1
4865,0.9136903,0.98207915,2,2,0,0
4866,0.48359233,0.47102168,0,0,0,0
4867,-0.94342417,-0.9611717,5,5,0,0
4868,-0.1304284,-0.070571326,0,0,0,0
4869,-1.3582593,-1.3419619,4,4,1,1
4870,-1.2104319,-1.1657665,5,5,0,0
4871,0.084249,0.04000794,1,1,2,2
4872,-1.8754152,-1.8801297,4,4,1,1
4873,-0.4150375,-0.424712,6,6,1,1
4874,-0.43141454,-0.38184568,6,6,1,1
4875,0.09056226,0.13469313,1,1,2,2
4876,-0.47310314,-0.48726028,6,6,1,1
4877,-1.1855671,-1.1476573,5,5,0,0
4878,-0.3721638,-0.4181114,3,3,2,2
4879,-0.29267704,-0.27502087,4,4,1,1
4880,-0.51918125,-0.49808264,4,4,1,1
4881,-0.05722692,-0.041562393,1,1,2,2
4882,1.7068465,1.6036382,2,2,0,0
4883,1.1153481,1.1480538,2,2,0,0
4884,-0.25258675,-0.2611301,3,3,1,1
4885,-0.3664899,-0.38171893,0,0,0,0
4886,0.02630388,0.12535957,4,4,1,1
4887,-1.1384591,-1.1381435,4,4,1,1
4888,-0.24653402,-0.24547647,6,6,1,1
4889,-0.3517623,-0.32386246,0,0,0,0
4890,1.0749959,1.0926486,3,3,1,1
4891,-0.44892198,-0.42312273,6,6,1,1
4892,0.453485,0.71612537,2,2,0,0
4893,1.1491579,1.0921112,2,2,0,0
4894,-1.4155333,-1.3761526,5,5,0,0
4895,0.25119817,0.2781883,1,1,2,2
4896,-0.1421361,-0.16271156,0,0,0,0
4897,-1.1740199,-1.1911705,5,5,0,0
4898,-0.06731067,-0.099739924,1,1,2,2
4899,-0.52282834,-0.5292676,1,1,2,2
4900,1.2224936,1.2073052,2,2,0,0
4901,-0.07596,-0.14425087,1,1,2,2
4902,-0.20081785,-0.20274162,1,1,2,2
4903,0.49763662,0.4698452,3,3,1,1
4904,-1.4443355,-1.4553785,4,4,1,1
4905,0.25466177,0.21717806,0,0,0,0
4906,-0.23799405,-0.25445262,0,0,0,0
4907,-0.8721594,-0.8753479,5,5,0,0
4908,0.8058478,0.80255395,3,3,1,1
4909,-1.4166079,-1.3975505,5,5,0,0
4910,0.4451245,0.44280797,3,3,2,2
4911,-0.16964282,0.0297364,3,3,2,2
4912,0.5717746,0.5615871,3,3,1,1
4913,1.1760043,1.0718738,2,2,0,0
4914,-0.5000774,-0.5563459,6,6,1,1
4915,-0.88469654,-0.9062187,5,5,0,0
4916,-0.02193877,-0.049234338,0,0,0,0
4917,-0.25143924,-0.23309062,1,1,2,2
4918,0.07921752,0.116175964,3,3,2,2
4919,-1.1284893,-1.092535,5,5,0,0
4920,-0.32961512,-0.22337532,0,0,0,0
4921,-0.26911438,-0.30618778,0,0,0,0
